,GeoName,year,Gross domestic product (GDP) by state,Quantity indexes for real GDP by state,Real GDP by state,pce   Clothing and footwear,pce   Food and beverages purchased for off-premises consumption,pce   Furnishings and durable household equipment,pce   Gasoline and other energy goods,pce   Motor vehicles and parts,pce   Other durable goods,pce   Other nondurable goods,pce   Recreational goods and vehicles,pce  Durable goods,pce  Financial services and insurance,pce  Food services and accommodations,pce  Health care,pce  Household consumption expenditures (for services),pce  Housing and utilities,pce  Nondurable goods,pce  Other services,pce  Recreation services,pce  Transportation services,pce Final consumption expenditures of nonprofit institutions serving households (NPISHs),pce Goods,pce Gross output of nonprofit institutions,pce Less: Receipts from sales of goods and services by nonprofit institutions,pce Services,pcePersonal consumption expenditures,Per capita personal income (dollars) ,Personal income (thousands of dollars),Population (persons) ,Disposable personal income (thousands of dollars),Per capita disposable personal income (dollars) ,Employer contributions for employee pension and insurance funds ,Employer contributions for government social insurance,Farm proprietors employment ,Farm proprietors' income,Imputed interest receipts ,Imputed rent,Monetary interest receipts,Monetary rent,Nonfarm proprietors employment,Nonfarm proprietors' income,Average nonfarm proprietors' income,Average wages and salaries,Income maintenance benefits ,Per capita dividends ,Per capita income maintenance benefits ,Per capita interest ,Per capita rent ,Per capita retirement and other ,Per capita unemployment insurance compensation ,Personal dividend income,Personal interest income,Proprietors employment,Proprietors' income,Rental income of persons,Retirement and other,Supplements to wages and salaries,Unemployment insurance compensation,Wage and salary employment,Wages and salaries,Average earnings per job (dollars),"Dividends, interest, and rent",Earnings by place of work,Net earnings by place of residence,"Per capita dividends, interest, and rent ",Per capita net earnings ,Per capita personal current transfer receipts ,Per capita personal income ,Personal current transfer receipts,Total employment (number of jobs),Excluding family assistance ,Family assistance ,Medicaid ,Other government retirement and disability insurance benefits ,Other medical care benefits ,Other unemployment compensation ,Railroad retirement and disability benefits,Unemployment compensation for Federal civilian employees (UCFE),Unemployment compensation for railroad employees,Unemployment compensation for veterans (UCX),Workers' compensation,Earned Income Tax Credit (EITC),Excluding Social Security benefits,Excluding state unemployment insurance compensation,Medicare benefits,Military medical insurance benefits ,Other assistance to veterans 1,Other income maintenance benefits,Public assistance medical care benefits ,Social Security benefits,State unemployment insurance compensation,Supplemental Nutrition Assistance Program (SNAP),Supplemental security income (SSI) benefits,Veterans' life insurance benefits,Veterans' pension and disability benefits,Veterans' readjustment benefits ,Education and training assistance 1,Income maintenance benefits,Medical benefits,Other transfer receipts of individuals from governments 1,Receipts from businesses,Receipts from state and local governments,Receipts from the Federal government,Retirement and disability insurance benefits,Veterans' benefits,Current transfer receipts of individuals from businesses 1,Current transfer receipts of individuals from governments,Current transfer receipts of nonprofit institutions,Personal current transfer receipts (thousands of dollars),Rental income of persons ,"Dividends, interest, and rent (thousands of dollars)",Cattle and calves,Corn,Hogs and pigs,Oats,Other grains,Sheep and other livestock,Sorghum,Soybeans,Wheat,Cotton,Dairy products,Fruits and nuts,"Greenhouse, nursery and mushroom products","Hay, silage, etc.",Meat animals and other livestock,Other crops,Poultry and poultry products,Tobacco,Total grains,Vegetables,All other production expenses ,Cash receipts: Crops,Cash receipts: Livestock and products,Feed purchased,Fertilizer and lime (incl. ag. chemicals 1978-fwd.),Government payments,Hired farm labor expenses ,Imputed and miscellaneous income received ,Less: Net income of corporate farms,Less: Production expenses,Livestock purchased,Petroleum products purchased,Plus: Farm supplements to wages and salaries,Plus: Farm wages and salaries,Plus: Statistical adjustment,Plus: Value of inventory change,Seed purchased,Value of inventory change: crops,Value of inventory change: livestock,Value of inventory change: materials and supplies,Cash receipts and other income,Cash receipts from marketings (thousands of dollars),Equals: Farm earnings,Equals: Farm proprietors' income,Equals: Net income including corporate farms,Equals: Realized net income,Other income,Production expenses,Value of inventory change,Employee and self-employed contributions for government social insurance,Equals: Net earnings by place of residence,Farm income ,Less: Contributions for government social insurance ,Nonfarm personal income ,Plus: Adjustment for residence ,"Plus: Dividends, interest, and rent ",Plus: Personal current transfer receipts,Proprietors' income ,Total employment,Income taxes (gross) ,Less: Refunds,Income taxes (net of refunds) ,Other taxes,Other taxes ,Federal government ,Less: Personal current taxes,Local governments,State and local personal property taxes,State governments,Equals: Disposable personal income,Personal current taxes,state,Top Industry,NAICS,GDP PC,Accommodation,Administrative and support services,Ambulatory health care services,Broadcasting and telecommunications,Chemical products manufacturing,Computer and electronic products manufacturing,"Federal Reserve banks, credit intermediation, and related services",Food and beverage and tobacco products manufacturing,Hospitals and nursing and residential care facilities,Insurance carriers and related activities,"Mining, except oil and gas","Motor vehicles, bodies and trailers, and parts manufacturing",Oil and gas extraction,"Publishing industries, except Internet (includes software)",Support activities for mining,contract_establish,end_establish,expand_establish,net_change,open_establish,total_contract,total_expand
73,Mississippi,1999,61220,87.51,80668,694,1670,446,520,1062,214,1370,412,2133,1290,937,2692,9380,2619,4254,1151,301,391,222,6388,1327,1105,9602,15990,20069,56289949,2804834,50742587,18091,4151752,2181182,43820,775986,3862910,626277,2362523,349706,187176,3854577,20593,23682,1517832,833,541,2220,348,3131,42,2336690,6225433,230996,4630563,975983,8783304,6332934,118016,1214368,28758597,27482,9538106,39722094,36332691,3401,12954,3715,20069,10419152,1445364,63039,60155,1687230,1752,0,3358,79801,1328,510,1094,23125,619817,104678,6290,2253164,31318,561,123194,1687230,3722785,111726,246949,527872,13880,298737,11739,274125,1517832,3971712,11045,88018,46852,63288,3827463,324917,175884,10045110,198158,10419152,975983,9538106,263574,87643,65967,0,135959,321933,4053,331249,19367,588957,93150,4110,45608,11763,651474,3200,1535328,0,578271,37901,1413336,1269810,2279952,618814,368620,283008,313820,270785,67424,3138018,247969,97633,19205,171363,75000,-122124,77826,-110474,-15001,3351,4103555,3549762,966554,775986,843413,965537,553793,3138018,-122124,2397615,36332691,956893,4578797,55333056,1189394,9538106,10419152,4630563,1445364,5593107,1094704,4498403,7383,10560,4498403,5547362,7383,34481,1007095,50742587,5547362,Mississippi,Ambulatory health care services,621,0.028760347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,437096,94690,444678,21336,108444,531786,553122
74,Missouri,1999,169799,88.718,221417,799,1720,555,614,1306,327,2228,807,2996,1587,1297,3081,12534,3146,5362,1688,883,851,468,8357,1838,1370,13002,21359,25524,140934839,5521765,122940523,22265,11232204,5772041,114700,266301,10717947,1610370,8919470,971411,487991,10083721,20664,28768,1776534,1261,322,3556,468,3237,52,6964321,19637417,602691,10350022,2581781,17872340,17004245,288363,2781777,80026069,31727,29183519,107380336,91814083,5285,16628,3611,25524,19937237,3384468,180188,193808,3340124,7044,31933,2536,273080,4998,1630,1391,46331,574678,326455,10555,4339727,45776,748,373996,3372057,8192611,277808,342737,485123,36916,410486,25482,372833,1776534,7757560,10215,173907,92570,125044,8519066,473632,347513,19198203,391521,19937237,2581781,29183519,949468,570100,669669,470,60302,43053,46053,973504,126877,171255,364572,11887,79752,144915,1662190,9120,761750,10190,1777306,28038,2640888,2232463,2788512,737817,709803,427995,398730,280590,34919,5392155,526567,165649,26522,252068,75000,-36180,212701,-59778,12610,10988,5729560,5020975,544891,266301,301225,337405,708585,5392155,-36180,6237846,91814083,530433,12009887,140404406,-3556366,29183519,19937237,10350022,3384468,15756802,1874538,13882264,29892,27322,13882264,17994316,292825,136385,3682842,122940523,17994316,Missouri,Hospitals and nursing and residential care facilities,623,0.040098954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1002458,233840,1046744,68704,258258,1236298,1305002
75,Montana,1999,20208,77.744,27681,635,1919,558,554,1132,280,1511,684,2653,1375,1336,2634,11386,3068,4620,1840,601,531,564,7273,1956,1392,11950,19223,21602,19278739,892431,17125212,19189,1307222,823454,25698,156624,1834201,263638,1478935,245254,114254,1900039,16630,22518,268599,1041,301,3712,570,3047,72,928663,3313136,139952,2056663,508892,2719254,2130676,64301,395793,8912587,24452,4750691,13099926,11475894,5323,12859,3420,21602,3052154,535745,32407,36426,423564,1381,115,494,90755,2235,889,831,73976,92286,166112,4449,528244,14608,75000,68833,423679,1274875,59852,52155,55325,7462,96929,7286,73606,268599,966531,7190,28060,14936,20176,1440987,111697,56071,2932911,63172,3052154,508892,4750691,790973,4100,28604,1902,133996,61322,0,0,564754,0,42150,2150,18420,113944,880899,60766,4311,0,704752,25117,1299197,925149,927360,164205,209571,360673,207149,163600,34981,2151580,131301,100957,18891,124344,75000,-33595,39200,-37925,-2926,7256,2376782,1852509,299859,156624,191607,225202,524273,2151580,-33595,819146,11475894,290772,1642600,18987967,18568,4750691,3052154,2056663,535745,1843062,247751,1595311,2020,42833,1595311,2153527,8057,28990,521169,17125212,2153527,Montana,Hospitals and nursing and residential care facilities,623,0.031017524,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,162062,54500,174806,6488,48244,216562,223050
76,Nebraska,1999,52548,78.155,67756,793,1727,786,603,1223,364,1592,552,2925,1658,1178,2748,12147,3182,4715,1957,821,603,501,7640,1997,1496,12648,20288,26396,44762109,1695816,39392436,23229,3381695,1849725,54347,1303790,3676459,447636,3079829,429516,165906,3272847,19727,26126,411838,1401,243,3984,517,2980,27,2376427,6756288,220253,4576637,877152,5053637,5231420,45487,918664,24000636,29685,10009867,33808693,29241280,5903,17243,3250,26396,5510962,1138917,81719,39224,947663,650,5932,132,148291,250,1363,124,6035,134441,154976,1869,1040234,18707,59,120943,953595,2371655,43618,67152,89302,13557,151678,10456,110416,411838,2012536,1905,53275,28358,38307,2526631,175750,106459,5284563,119940,5510962,877152,10009867,4626321,2127682,599609,2197,83090,27851,101378,938486,230425,0,155530,920,21800,122227,5253781,67677,120958,0,3483258,55830,3990110,3751712,5530269,926019,800624,814690,516853,593828,339450,9152160,2338732,271524,32826,310553,75000,104910,308298,114642,-34048,24316,10690499,9281981,1647169,1303790,1643249,1538339,1408518,9152160,104910,2003401,29241280,1627844,3853126,43134265,-714287,10009867,5510962,4576637,1138917,4739959,496671,4243288,17384,17950,4243288,5369673,24600,51076,1050709,39392436,5369673,Nebraska,Insurance carriers and related activities,524,0.039954806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,303038,63154,325172,25114,66134,366192,391306
77,Nevada,1999,63934,73.719,88081,700,2007,726,495,1156,353,1814,798,3033,1774,1188,2365,12442,4046,5016,1570,754,746,280,8049,1631,1351,12722,20771,29071,53873615,1853191,47014741,25370,4205413,2647357,2888,33594,4281940,715712,3429797,543298,170160,4928911,28966,30995,402220,1713,217,4161,679,2575,96,3173900,7711737,173048,4962505,1259010,4772190,6852770,177112,958129,29696889,36698,12144647,41512164,36377446,6553,19630,2888,29071,5351522,1131177,28379,44914,527787,2548,58249,59,45735,1142,163,1081,238748,172209,287031,2445,1135724,31760,75000,73293,586036,2242271,174667,61323,95395,12458,148518,9828,64436,402220,1753520,6482,58268,31016,41896,2529302,170835,116435,5103907,131180,5351522,1259010,12144647,123040,0,876,0,768,14303,0,0,4031,0,68586,456,16200,94303,138219,2033,227,0,4799,31235,160356,149026,207032,37782,18537,2675,67317,17114,8679,334557,30961,13477,10215,48964,0,983,6127,1035,-359,307,375847,356058,92773,33594,42273,41290,19789,334557,983,2137226,36377446,84864,4784583,53788751,-350135,12144647,5351522,4962505,1131177,7382394,690981,6691413,33759,7373,6691413,6858874,33759,49598,84104,47014741,6858874,Nevada,Accommodation,721,0.04752937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401426,82774,468796,94318,109722,484200,578518
78,New Hampshire,1999,40169,81.675,49561,1277,2258,605,664,1324,482,1807,637,3047,1870,1404,3181,15318,4889,6006,2201,892,881,800,9054,2547,1748,16117,25171,30342,36590787,1205940,32055811,26582,2435319,1271330,3089,4396,2545504,458253,2093235,357033,136127,3533143,25955,30375,242145,1234,201,3847,676,2989,27,1488060,4638739,139216,3537539,815286,3604811,3706649,33068,604077,18348810,34432,6942085,25592998,25768678,5757,21368,3217,30342,3880024,743293,33231,46934,761148,2321,1817,75000,12922,160,86,137,42327,75202,57570,417,739542,6884,75000,80165,762965,1667002,32651,29773,57005,9810,115923,6041,75739,242145,1509391,1610,38055,20256,27363,1724572,131781,76044,3718306,85674,3880024,815286,6942085,6063,0,443,0,0,3409,0,0,0,0,53301,8698,51592,4240,9915,5703,7691,0,0,14604,77437,84837,70907,22193,5205,1858,39960,8437,1538,161510,2534,5269,4798,31120,0,1405,8912,-1377,2526,256,166039,155744,40314,4396,5934,4529,10295,161510,1405,1462980,25768678,38121,2734310,36552666,2909990,6942085,3880024,3537539,743293,4832075,449200,4382875,3207,6978,4382875,4534976,3207,32462,116432,32055811,4534976,New Hampshire,Insurance carriers and related activities,524,0.041097401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,256620,66958,277118,24984,71444,323578,348562
79,New Jersey,1999,320905,85.989,416347,1258,1877,719,408,1087,526,1862,770,3102,2097,1288,3312,16154,5158,5405,2054,937,1308,860,8507,3063,2203,17014,25521,34711,287666867,8287418,244449134,29496,20262260,11237348,9390,88170,19721527,4112363,17347625,2342895,614403,20000564,32553,38902,2259977,1581,273,4473,779,3423,132,13106068,37069152,623793,20088734,6455258,28364684,31499608,1090217,3876020,150785679,44974,56630478,202374021,199321511,6833,24051,3827,34711,31714878,4499813,196760,405093,5431997,351367,250172,9211,153652,7980,1713,6144,211238,636485,716257,25048,7324305,31829,177,601853,5682169,12454748,1065169,369766,651873,67191,392437,14483,557441,2259977,13038303,13292,261285,139081,187872,13171005,474288,522117,30604523,588238,31714878,6455258,56630478,16403,11345,4440,0,678,106512,0,20042,5557,0,44928,85016,285147,8666,127355,5517,25233,0,37622,201492,334117,623460,197516,33847,52776,5564,201980,20039,28408,718954,14398,25012,23061,153733,75000,-11046,56824,-6338,-6279,1571,846579,820976,264964,88170,116579,127625,25603,718954,-11046,11449282,199321511,252894,22686630,287413973,19634120,56630478,31714878,20088734,4499813,40548468,3518322,37030146,26122,11786,37030146,43217733,26122,0,6161465,244449134,43217733,New Jersey,Ambulatory health care services,621,0.050238446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1514016,616068,1627474,164870,667480,2130084,2294954
80,New Mexico,1999,50519,77.236,63867,661,1652,595,571,1101,326,1608,538,2559,1354,1265,2562,11181,3123,4492,1396,825,656,451,7052,1594,1144,11631,18683,21165,37959667,1793484,33840609,18869,3049120,1483262,15947,405450,3427028,584169,2015509,362049,163473,2297093,14052,26137,765608,930,427,3035,528,2712,50,1667988,5442537,179420,2702543,946218,4863380,4532382,90085,758654,19828841,28850,8056743,27063766,24183851,4492,13484,3189,21165,5719073,938074,42260,127948,1037776,4082,75000,1871,66699,2285,684,869,25688,269296,96469,5709,937633,26948,75000,170208,1037804,2083470,84376,143231,182873,12983,212545,12487,145629,765608,2002385,58450,56222,29927,40425,2179939,238056,112347,5480152,126574,5719073,946218,8056743,726910,28918,556,0,5412,23178,10331,0,22905,38754,641580,50510,59148,139297,750644,21509,27637,0,67566,147088,632305,523872,1419861,287183,55653,60809,230996,80796,77140,1608549,333307,46482,18003,161068,75000,5803,22623,-11509,15835,1477,2085338,1943733,584521,405450,482592,476789,141605,1608549,5803,1599109,24183851,573736,3082371,37385931,202456,8056743,5719073,2702543,938074,3839431,593568,3245863,5470,14773,3245863,4119058,6153,0,867042,33840609,4119058,New Mexico,Oil and gas extraction,211,0.035610577,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,287732,78790,310146,18398,74774,366522,384920
81,New York,1999,739583,81.534,932688,1234,1491,533,319,714,308,2045,579,2134,1902,1286,3633,15400,4385,5089,2198,850,1147,592,7222,2461,1869,15992,23215,31985,599910544,18755906,503914454,26867,49442605,24142323,38991,226396,39515801,5801404,35680181,4561967,1390434,57935748,41667,40024,11493455,1356,613,4009,553,4278,85,25439891,75195982,1429425,58162144,10363371,80238696,73584928,1595581,8471480,339066583,47553,110999244,470813655,395583568,5918,21091,4976,31985,93327732,9900905,2308871,2783592,27294795,36149,1905767,16001,346488,14372,3569,9990,1568927,1834838,1951564,43932,16669144,41199,219,5092463,29200562,26750691,1551649,1481374,3084780,128916,946687,39540,1966627,11493455,45910905,30091,591458,314830,425277,28702255,1115362,1181891,90814276,1331565,93327732,10363371,110999244,206244,74893,17148,3732,10780,97394,0,12445,17936,0,1786862,189466,284120,88847,320786,8725,91655,0,119786,379467,1537508,1070411,2199303,529451,209998,60799,527130,115332,38444,3160059,122325,101239,72442,391064,75000,-20943,132408,-15945,-17469,12471,3445845,3269714,689902,226396,264843,285786,176131,3160059,-20943,23734177,395583568,646089,47876500,599264455,-27353587,110999244,93327732,58162144,9900905,77211965,7322419,69889546,160779,24929,69889546,95996090,5660403,0,20446141,503914454,95996090,New York,"Federal Reserve banks, credit intermediation, and related services",522,0.049727696,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3325542,1172476,3675292,353648,1176374,4498018,4851666
82,North Carolina,1999,244146,76.123,311278,884,1804,732,524,1319,299,1632,634,2985,1575,1205,2748,11280,3103,4844,1487,662,499,23,7828,1271,1248,11303,19131,25323,197751256,7809121,171482331,21959,15522069,8278404,59720,1915443,14016963,2662995,9479891,1496362,658758,12623651,19163,28220,3087653,1369,395,3009,533,2935,54,10693756,23496854,718478,14539094,4159357,22917147,23800473,419954,3989487,112582392,32057,38349967,150921959,132976535,4911,17028,3384,25323,26424754,4707965,563088,293012,4643850,14721,7395,11735,136745,3576,768,5665,47785,1002326,199251,21744,5125998,130066,110,856100,4651245,10493602,398210,411402,817825,44810,718802,43383,459126,3087653,9907309,16244,243437,129581,175039,10692853,807105,486453,25390244,548057,26424754,4159357,38349967,211398,108376,1789402,199,7480,46242,939,171521,42934,403457,208039,56893,1037858,14464,2047042,113689,2224996,976714,331449,258395,3098879,3192919,4480077,1890560,495071,129399,628008,1626422,377405,7182423,751778,174737,49018,444386,75000,46461,143390,26940,13938,5583,9428817,7672996,2408847,1915443,2292855,2246394,1755821,7182423,46461,8928990,132976535,2385575,17207394,195365681,-738030,38349967,26424754,14539094,4707965,21841536,2805101,19036435,30722,15731,19036435,26268925,42491,175313,7014686,171482331,26268925,North Carolina,"Federal Reserve banks, credit intermediation, and related services",522,0.039860824,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1412032,337296,1483088,142742,408982,1749328,1892070
83,North Dakota,1999,16858,67.46,21833,864,1694,652,783,1275,343,1534,766,3035,1504,1147,3168,11902,2648,4876,2078,761,597,617,7910,1851,1234,12519,20429,23392,15147076,647532,13677685,21123,909724,762788,32745,834287,1330396,134401,1054881,256701,65635,1167478,17787,22690,151834,978,234,3684,604,3132,45,633383,2385277,98380,2001765,391102,2028227,1672512,29230,336527,7635944,26006,3409762,11310221,9528023,5266,14714,3412,23392,2209291,434907,22925,20547,334183,204,75000,92,49797,740,808,394,96039,51205,146040,2034,401262,9677,75000,43472,334222,922748,27196,25084,32073,4899,46435,5806,52991,151834,745161,18330,20190,10747,14517,1068788,57158,40345,2123492,45454,2209291,391102,3409762,462307,127548,41544,9370,651494,50194,0,218919,930548,0,98670,190,6669,68969,554045,205029,17279,0,1937879,130787,2076188,2349523,669994,94853,549842,608766,240849,226321,28734,3396217,119472,153407,14364,123594,75000,404637,161606,322029,68370,14238,3854604,3019517,972245,834287,863024,458387,835087,3396217,404637,675670,9528023,963255,1438458,14183821,-343740,3409762,2209291,2001765,434907,1428894,175987,1252907,1399,7940,1252907,1469391,1399,0,215085,13677685,1469391,North Dakota,Support activities for mining,213,0.033717253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125592,28366,134646,9968,29280,153958,163926
84,Ohio,1999,360273,96.442,460897,882,1746,642,461,1224,367,1664,598,2831,1623,1271,3011,12562,3279,4753,1584,910,885,693,7584,2229,1536,13255,20839,26376,298353863,11311536,257310807,22748,25197002,13104815,83539,910963,19751105,3655131,16506849,2054738,865983,17902971,20674,30183,3884133,1232,343,3205,505,3328,58,13939022,36257954,949522,18813934,5709869,37646359,38301817,651981,5649915,170532031,34495,55906845,227647782,200264545,4942,17704,3729,26376,42182473,6599437,669784,521286,6720867,121668,39286,4109,456788,4452,2894,5567,1665662,981275,2244118,17022,8623582,37655,75000,1191070,6760153,16622690,634959,579371,1132417,72471,691351,41834,1013964,3884133,15421390,22024,356852,189951,256588,18866808,805696,713086,40665996,803391,42182473,5709869,55906845,369764,880690,421835,4432,319,45352,0,1079447,149421,0,665152,25936,577203,103180,836951,39020,537180,35094,2114309,140205,2501085,3034947,2039283,510699,695643,315578,431855,392773,110944,4831211,258327,138917,46049,313291,75000,70542,294685,90575,-40030,19997,5782581,5074230,1270303,910963,1021912,951370,708351,4831211,70542,12453690,200264545,1239380,25558505,297114483,-1824732,55906845,42182473,18813934,6599437,34408559,4173256,30235303,43082,27711,30235303,41043056,3134457,0,7673296,257310807,41043056,Ohio,Hospitals and nursing and residential care facilities,623,0.040745748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2120980,444512,2243196,201138,523434,2565492,2766630
85,Oklahoma,1999,81533,77.661,111351,740,1491,529,547,1305,279,1400,580,2694,1391,1022,2632,10360,2792,4178,1441,674,409,273,6872,1533,1261,10633,17505,21910,74608546,3405194,65664165,19284,5562023,2874516,86745,330853,6056222,763567,3879129,676648,335455,6534002,19478,25186,1142726,966,336,2918,423,3035,32,3290571,9935351,422200,6864855,1440215,10335465,8436539,110455,1516388,38191567,27594,14666137,53492961,48353763,4307,14200,3403,21910,11588646,1938588,88240,63760,1347370,6809,0,793,72285,1413,453,1952,171483,431587,250577,4611,2645283,58992,0,152000,1347370,4767543,105844,228288,330851,21335,508023,25276,245815,1142726,4051645,11865,106689,56790,76713,5018120,554634,213194,11135260,240192,11588646,1440215,14666137,2058200,52720,359974,226,4288,42136,34643,43566,423708,57440,190320,13448,113425,66580,2460310,70351,456789,0,559151,29910,1897916,910305,3107419,546977,265583,304393,281922,269782,75779,4155279,948290,147288,19472,167828,75000,-29984,67303,110,-38263,8169,4591899,4017724,518153,330853,406636,436620,574175,4155279,-29984,3158271,48353763,508556,6032787,74099990,893589,14666137,11588646,6864855,1938588,7562587,1072112,6490475,4332,17476,6490475,8944381,5197,81101,2367608,65664165,8944381,Oklahoma,Oil and gas extraction,211,0.03270034,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,547492,196856,592430,35064,186982,744348,779412
86,Oregon,1999,105525,65.222,118197,895,1989,713,538,1299,292,1474,820,3125,1603,1393,2563,13259,4247,4896,1601,986,866,465,8020,1936,1470,13724,21744,26018,87222632,3352449,75126276,22409,7402970,4435063,39495,225629,6522694,1404496,5433477,1094386,357941,7118755,19888,29497,946097,1279,282,3566,745,2988,130,4286867,11956171,397436,7344384,2498882,10016578,11838033,436028,1624801,47926280,33185,18741920,67108697,57082009,5591,17027,3400,26018,11398703,2022237,94765,148696,1720000,2233,1526,4171,125382,5414,648,4059,409039,281752,536654,14292,1905742,23768,339,243461,1721526,4811997,421736,194044,226840,23754,312357,17936,199082,946097,3651036,13860,105789,56312,76066,5348651,354386,211396,10949140,238167,11398703,2498882,18741920,472313,12281,7952,4195,18833,49307,0,0,180196,0,249280,244358,638801,552320,529572,157911,79175,0,215505,364085,1594016,2172980,858027,212809,309549,100732,785908,358564,76141,3214551,131536,78112,85378,550766,75000,26021,102621,20385,-649,6285,3490303,3031007,861773,225629,301773,275752,459296,3214551,26021,3930765,57082009,814414,8365828,86408218,-1660860,18741920,11398703,7344384,2022237,9354816,985158,8369658,57394,26573,8369658,12096356,63060,0,3663638,75126276,12096356,Oregon,Computer and electronic products manufacturing,334,0.035256912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,688642,184520,774224,79140,178078,873162,952302
87,Pennsylvania,1999,372396,85.989,488217,930,1735,581,456,1130,359,1578,632,2702,1689,1161,3294,13216,3387,4699,1919,925,843,751,7401,2453,1702,13967,21368,27343,334828567,12245672,289811965,23666,26126412,14145428,62911,421268,23649183,3945358,20535733,2437441,921900,25743977,27925,30980,4481760,1201,366,3608,521,3779,120,14708466,44184916,984811,26165245,6382799,46281820,40271840,1465509,5673172,175755250,36376,65276181,242192335,217323297,5331,17747,4265,27343,52229089,6657983,745776,720762,8229653,322447,385028,13787,650946,19310,4647,12633,301117,953963,1274510,50377,12092723,42943,53,1466538,8614681,20691662,1415132,747341,1313918,98950,803461,37498,967738,4481760,20750347,15381,386442,205701,277863,21966172,939962,772214,50586869,870006,52229089,6382799,65276181,454297,142096,164672,5745,6867,62800,0,82391,23311,0,1723360,115527,678060,133683,681769,21488,663743,17308,260410,96025,1902723,1322501,3068872,905030,239415,45630,584669,191251,46327,4174564,269109,118945,61133,413172,75000,13909,154673,16578,-14297,11628,4628254,4391373,895573,421268,467599,453690,236881,4174564,13909,14002082,217323297,865011,28147510,333963556,3278472,65276181,52229089,26165245,6657983,39958533,4315853,35642680,167102,56273,35642680,45016602,2583720,33199,6757003,289811965,45016602,Pennsylvania,Hospitals and nursing and residential care facilities,623,0.039868535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1981338,535836,2096302,162836,583708,2517174,2680010
88,Rhode Island,1999,30529,83.823,40067,750,1675,416,451,810,304,1416,435,1965,1700,1331,3648,14460,4185,4292,2278,698,621,846,6257,2543,1697,15306,21562,27421,28275413,1031155,24590535,23848,2054631,1199174,649,1944,2060230,375501,1618518,259586,75965,1858582,24466,29818,439563,1360,426,3568,616,3856,145,1402657,3678748,76614,1860526,635087,3976099,3253805,149892,478729,14274936,34914,5716492,19389267,17993367,5544,17450,4428,27421,4565554,555343,35297,146698,977250,105414,5278,3507,8846,924,66,960,10742,78600,125002,5457,907157,9550,0,181995,982528,1622903,144435,60465,118503,8071,92161,3714,84238,439563,1899235,2948,32433,17264,23320,1747905,103946,64810,4427727,73017,4565554,635087,5716492,1258,0,842,0,0,1169,0,0,0,0,5265,2133,28300,803,3269,607,2190,0,0,7394,23533,39237,10724,2651,2705,167,14660,1937,877,49447,1116,1695,1541,11532,0,203,3087,151,75000,74,52065,49961,15017,1944,2821,2618,2104,49447,203,1272295,17993367,14066,2471469,28261347,1075569,5716492,4565554,1860526,555343,3216070,373489,2842581,2027,1820,2842581,3684878,2027,60116,780154,24590535,3684878,Rhode Island,Hospitals and nursing and residential care facilities,623,0.038856428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,177060,47792,190752,26832,60932,224852,251684
89,South Carolina,1999,104676,85.079,137016,941,1806,609,562,1158,281,1468,536,2584,1431,1342,2630,11050,2946,4777,1470,762,469,270,7361,1769,1499,11320,18681,22765,89221438,3919235,78470273,20022,6939621,3782424,25845,196492,6713461,1257840,4181092,668056,276509,5211475,18847,26054,1565750,1056,400,2780,491,3012,45,4140243,10894553,302354,5407967,1925896,11803862,10722045,178023,1888382,49200667,29821,16960692,65330679,58713111,4328,14981,3457,22765,13547635,2190736,202965,68840,2323210,6346,0,2750,83164,1089,588,2800,124744,599386,214254,7227,2655442,70315,0,271805,2323210,5314445,170796,261126,433433,25155,375060,24568,268483,1565750,5048967,11811,122628,65275,88173,5528699,424783,245043,13026516,276076,13547635,1925896,16960692,114428,35012,51732,878,1763,21096,123,66599,26243,126010,61215,39982,182473,18787,187256,10961,551518,157554,130618,67624,625357,734009,799989,247185,176470,62608,174053,96579,31251,1409131,82289,52416,17686,119397,75000,-56310,51361,-56317,-2249,2256,1693185,1533998,333575,196492,227744,284054,159187,1409131,-56310,3952595,58713111,323738,7735019,88897700,1117451,16960692,13547635,5407967,2190736,9698788,1434552,8264236,25986,38313,8264236,10751165,30914,151001,2305014,78470273,10751165,South Carolina,Administrative and support services,561,0.034959884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,722942,190364,773590,73298,213014,913306,986604
